ID;CODIGO PAIS;CODIGO ENTIDAD;UBIGEO;SNIP;CUI;REGION;PROVINCIA;DISTRITO;PROYECTO;DISPOSITIVO LEGAL;AMBITO;UNIDAD EJECUTORA;TOTAL EMPLEOS;POBLACION BENEFICIARIA;TIPOLOGIA;TIPO MONEDA;MONTO DE INVERSIÓN;TIPO MONEDA;MONTO DE TRANSFERENCIA 2020;ESTADO
365;PE;11476;60901;2492159;2492159;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;" ""CONSTRUCCIÓN DE PISTA, MURO DE CONTENCIÓN, ÁREA VERDE Y VEREDA, ADEMÁS DE OTROS ACTIVOS EN EL (LA) LOCALIDAD DE SAN IGNACIO DISTRITO DE SAN IGNACIO, PROVINCIA SAN IGNACIO-DEPARTAMENTO CAJAMARCA""";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN IGNACIO;55;356;Pista y Vereda;PEN;1,879,488.93;PEN;1,685,916.00;En Ejecución
366;PE;11476;61311;2492221;2492221;CAJAMARCA;SANTA CRUZ;YAUYUCAN;"CONSTRUCCION DE CALZADA Y VEREDA; RENOVACION DE CALZADA Y VEREDA; EN EL(LA) DEL CASCO URBANO EN LA LOCALIDAD YAUYUCAN EN LA LOCALIDAD YAUYUCAN, DISTRITO DE YAUYUCAN,PROVINCIA SANTA CRUZ, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE YAUYUCAN;43;230;Pista y Vereda;PEN;1,434,149.89;PEN;1,416,058.00;Concluido
367;PE;11476;60801;2490385;2490385;CAJAMARCA;JAEN;JAEN;"""RENOVACION DE PAVIMENTO Y VEREDA; EN EL(LA) CALLES ANTONIO RAIMONDI CUADRAS 1,2 Y 3 CALLE IQUITOS CUADRA 16, CALLE SANTA ROSA CUADRA 9, CALLE ZARUMILLA CUADRA 16, CALLE SAN JOSÉ CUADRA 01  DEL SECTOR PUEBLO NUEVO, DISTRITO DE JAEN, PROVINCIA JAEN, DEPARTAMENTO CAJAMARCA""";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD PROVINCIAL DE JAEN;43;300;Pista y Vereda;PEN;1,435,999.79;PEN;1,401,700.00;En Ejecución
368;PE;11476;60301;2491768;2491768;CAJAMARCA;CELENDIN;CELENDIN;"CONSTRUCCION DE CALZADA, ALCANTARILLA, BERMA Y CUNETA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) BARRIOS  TUPAC AMARU DEL  DISTRITO DE CELENDIN, PROVINCIA CELENDIN, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD PROVINCIAL CELENDIN;49;450;Pista y Vereda;PEN;1,681,917.56;PEN;1,649,918.00;En Ejecución
369;PE;11476;60301;2491707;2491707;CAJAMARCA;CELENDIN;CELENDIN;"CONSTRUCCION DE CALZADA, ALCANTARILLA, BADEN Y CUNETA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) BARRIO ALTO CUMBE DEL DISTRITO DE CELENDIN, PROVINCIA CELENDIN, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD PROVINCIAL CELENDIN;49;816;Pista y Vereda;PEN;1,679,362.45;PEN;1,647,973.00;En Ejecución
370;PE;11476;61101;2492020;2492020;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;"CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y CALZADA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) BARRIO EL CERCADO EN LA LOCALIDAD SAN MIGUEL DE PALLAQUES, DISTRITO DE SAN MIGUEL, PROVINCIA SAN MIGUEL, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN MIGUEL;34;736;Pista y Vereda;PEN;1,133,007.40;PEN;1,099,151.00;Concluido
371;PE;11476;61101;2492019;2492019;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;" CONSTRUCCION DE VEREDA, RAMPA, SARDINEL Y CALZADA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) BARRIO SAN PEDRO EN LA LOCALIDAD SAN MIGUEL DE PALLAQUES, DISTRITO DE SAN MIGUEL, PROVINCIA SAN MIGUEL, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN MIGUEL;23;399;Pista y Vereda;PEN;759,344.18;PEN;725,943.00;Concluido
372;PE;11476;60804;2492760;2492760;CAJAMARCA;JAEN;COLASAY;"RENOVACION DE PISTA Y VEREDA; CONSTRUCCION DE PISTA Y VEREDA; EN EL(LA) CALLES PRINCIPALES EN LA LOCALIDAD COLASAY, DISTRITO DE COLASAY, PROVINCIA JAEN, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE COLASAY;34;126;Pista y Vereda;PEN;1,140,671.41;PEN;1,138,236.00;Concluido
373;PE;11476;60419;2492189;2492189;CAJAMARCA;CHOTA;CHALAMARCA;"CONSTRUCCION DE PISTA, MURO DE CONTENCION, CUNETA Y VEREDA; EN EL(LA) AV. TACABAMBA CUADRA 07 Y 08 DISTRITO DE CHALAMARCA, PROVINCIA CHOTA, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CHALAMARCA;37;72;Pista y Vereda;PEN;1,220,801.46;PEN;1,187,656.00;En Ejecución
374;PE;11476;60417;2492750;2492750;CAJAMARCA;CHOTA;TACABAMBA;"CONSTRUCCION DE CALZADA Y VEREDA; EN EL(LA) JR. WASHINTON (ENTRE JR. ARENALES - JR. UNION) Y EL JR. CRUZ DE CHALPON (ENTRE JR. 8 DE OCTUBRE - JR. WASHINTON) DEL SECTOR CRUZ DE CHALPON, DISTRITO DE TACABAMBA, PROVINCIA CHOTA, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE TACABAMBA;26;382;Pista y Vereda;PEN;876,315.38;PEN;843,316.00;Concluido
375;PE;11476;60902;2492101;2492101;CAJAMARCA;SAN IGNACIO;CHIRINOS;"CONSTRUCCION DE PISTA, VEREDA Y MURO DE CONTENCION; EN EL(LA) SECTOR BARRIO ALTO DE LA LOCALIDAD DE CHIRINOS DISTRITO DE CHIRINOS, PROVINCIA SAN IGNACIO, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CHIRINOS;51;393;Pista y Vereda;PEN;1,703,025.43;PEN;1,669,026.00;En Ejecución
376;PE;11476;60902;2492115;2492115;CAJAMARCA;SAN IGNACIO;CHIRINOS;"RENOVACION DE PISTA, VEREDA Y MURO DE CONTENCION; EN EL(LA) SECTOR BARRIO CENTRO DE LA LOCALIDAD DE CHIRINOS DISTRITO DE CHIRINOS, PROVINCIA SAN IGNACIO, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CHIRINOS;51;353;Pista y Vereda;PEN;1,709,008.68;PEN;1,466,617.00;En Ejecución
377;PE;11476;60202;2492170;2492170;CAJAMARCA;CAJABAMBA;CACHACHI;"CONSTRUCCION DE PISTA, VEREDA, CUNETA Y MURO DE CONTENCION; EN EL (LA) JIRON CRISTO POBRE, TUYURCO, LOS JAZMINES Y PALAO DEL CENTRO POBLADO ARAQUEDA; DISTRITO DECACHACHI, PROVINCIA CAJABAMBA, DEPARTAMENTO CAJAMARCA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CACHACHI;23;190;Pista y Vereda;PEN;753,998.49;PEN;657,301.00;Concluido
378;PE;11476;60702;2492023;2492023;CAJAMARCA;HUALGAYOC;CHUGUR; CONSTRUCCIÓN DE VEREDAS, CUNETAS, SARDINELES Y CALZADA DE LA CUADRA Nº 01 DEL JIRÓN HUALGAYOC Y LA CUADRA Nº 01 DEL JIRÓN BOLIVAR DEL DISTRITO DE CHUGUR – PROVINCIA DE HUALGAYOC – DEPARTAMENTO DE CAJAMARCA”, ;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CHUGUR;22;63;Pista y Vereda;PEN;706,433.23;PEN;695,567.00;En Ejecución
379;PE;11476;200207;2492369;2492369;PIURA;AYABACA;PAIMAS;"CONSTRUCCION DE VEREDAS, RAMPAS, SARDINEL Y CALZADA; ADEMAS DE OTROS ACTIVOS DE LA CALLE PROGRESO CUADRA 1 y 2 DEL SECTOR PAIMAS ALTO DEL DISTRITO DE PAIMAS, PROVINCIA DE AYABACA, DEPARTAMENTO DE PIURA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE PAIMAS;17;99;Pista y Vereda;PEN;558,934.00;PEN;524,634.00;Concluido
380;PE;11476;240302;2490765;2490765;TUMBES;ZARUMILLA;AGUAS VERDES;"CONSTRUCCION DE PAVIMENTO; REPARACION DE VEREDA; EN EL(LA) VÍA URBANA DEL ÓVALO ENTRE  CALLE MOQUEGUA, CALLE LIBERTAD EN LA LOCALIDAD AGUAS VERDES, DISTRITO DE AGUAS VERDES, PROVINCIA ZARUMILLA, DEPARTAMENTO TUMBES";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE AGUAS VERDES;45;1100;Pista y Vereda;PEN;1,507,749.92;PEN;1,369,392.00;Concluido
381;PE;11476;240304;2492743;2492743;TUMBES;ZARUMILLA;PAPAYAL;"CONSTRUCCION DE VEREDA, RAMPA Y AREA VERDE; REPARACION DE CALZADA EN LA VIA DE INGRESO A LA PALMA, DEL DISTRITO DE PAPAYAL PROVINCIAL DE ZAMURILLA, DEPARTAMENTO TUMBES";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE PAPAYAL;22;270;Pista y Vereda;PEN;719,903.66;PEN;708,864.00;Concluido
382;PE;11476;200304;2493060;2493060;PIURA;HUANCABAMBA;HUARMACA;OPTIMIZACION  DEL  SERVICIO DE TRANSITABILIDAD EN LAS CALLES DE LOS SECTORES ALTO DE LA PALOMA, LA PRIMAVERA Y SAN ANTONIO, DISTRITO DE HUARMACA - HUANCABAMBA - PIURA;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE HUARMACA;52;315;Pista y Vereda;PEN;1,744,389.45;PEN;1,709,990.00;En Ejecución
383;PE;11476;150114;2491966;2491966;LIMA;LIMA;LA MOLINA;"REPARACION DE PISTA Y VEREDA; EN EL(LA) JIRON MADRE SELVA DE LA COOPERATIVA DE VIVIENDAS MUSA, DISTRITO DE LA MOLINA, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE LA MOLINA;18;290;Pista y Vereda;PEN;583,758.60;PEN;583,759.00;Concluido
384;PE;11476;150109;2492302;2492302;LIMA;LIMA;CIENEGUILLA;"REPARACION DE PISTA; EN EL(LA) AV. NUEVA TOLEDO TRAMO (AV. MALECON LURÍN HASTA LA CA. PINGOYO) PARCELACION CIENEGUILLA I ETAPA DISTRITO DE CIENEGUILLA, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CIENEGUILLA;29;6936;Pista y Vereda;PEN;978,981.00;PEN;958,981.00;Concluido
385;PE;11476;150112;2492212;2492212;LIMA;LIMA;INDEPENDENCIA;CONSTRUCCIÓN DE CALZADA, SARDINELES, BERMA, VEREDA Y AREA VERDE EN EL PUEBLO JOVEN URBANIZACION POPULAR EL ERMITAÑO ZONA MEDIA, EJE ZONAL ERMITAÑO, DISTRITO DE INDEPENDENCIA LIMA – LIMA.;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;40;4120;Pista y Vereda;PEN;1,344,231.32;PEN;1,319,232.00;Concluido
386;PE;11476;150141;2492208;2492208;LIMA;LIMA;SURQUILLO;"REPARACION DE PISTA Y VEREDA; EN EL(LA) DE PISTAS Y VEREDAS DEL CERCADO DE SURQUILLO EN LA LOCALIDAD SURQUILLO, DISTRITO DE SURQUILLO, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SURQUILLO;23;304;Pista y Vereda;PEN;754,307.61;PEN;709,269.00;Concluido
387;PE;11476;150120;2492075;2492075;LIMA;LIMA;MAGDALENA DEL MAR;"REPARACION DE VEREDA; EN EL(LA) JIRON LEONCIO PRADO ENTRE LAS CUADRAS 1 Y 10 EN LA LOCALIDAD MAGDALENA DEL MAR, DISTRITO DE MAGDALENA DEL MAR, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR;16;300;Pista y Vereda;PEN;513,639.35;PEN;513,640.00;Concluido
388;PE;11476;150605;2492286;2492286;LIMA;HUARAL;CHANCAY;"RENOVACION DE PAVIMENTO; EN EL(LA) JR. AYACUCHO EN LA LOCALIDAD CHANCAY, DISTRITO DE CHANCAY, PROVINCIA HUARAL, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CHANCAY;16;104;Pista y Vereda;PEN;522,892.00;PEN;500,000.00;Concluido
389;PE;11476;150605;2492279;2492279;LIMA;HUARAL;CHANCAY;"RENOVACION DE PAVIMENTO; EN EL(LA) CA. SAN MARTIN Y PROLONGACION SAN MARTIN EN LA LOCALIDAD CHANCAY, DISTRITO DE CHANCAY, PROVINCIA HUARAL, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CHANCAY;22;115;Pista y Vereda;PEN;723,579.32;PEN;698,328.00;Concluido
390;PE;11476;150510;2492285;2492285;LIMA;CAÑETE;NUEVO IMPERIAL;CONSTRUCCION DE PISTA EN EL CERCADO DEL DISTRITO DE NUEVO IMPERIAL, PROVINCIA CAÑETE, DEPARTAMENTO LIMA;DS N° 262-2020-EF ;URBANO; MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL;17;207;Pista y Vereda;PEN;560,929.51;PEN;576,153.00;Concluido
391;PE;11476;150123;2491981;2491981;LIMA;LIMA;PACHACAMAC;"REPARACION DE CALZADA; EN EL(LA) DE LAS CALLES INTERNAS DEL PUEBLO TRADICIONAL DEL CERCADO DE PACHACAMAC, DISTRITO DE PACHACAMAC, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE PACHACAMAC;16;844;Pista y Vereda;PEN;522,000.00;PEN;500,000.00;Concluido
392;PE;11476;150119;2492256;2492256;LIMA;LIMA;LURIN;"REPARACION DE CALZADA; EN EL(LA) PUEBLO JOVEN VILLA ALEJANDRO I, A.H. PROYECTO INTEGRAL VILLA ALEJANDRO II Y AMPLIACIÓN, Y A.H. PROGRAMA MUNICIPAL DE VIVIENDA VILLA ALEJANDRO III, ZONA E, DISTRITO DE LURIN, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE LURIN;42;3088;Pista y Vereda;PEN;1,408,423.74;PEN;1,374,424.00;Concluido
393;PE;11476;150707;2492273;2492273;LIMA;HUAROCHIRI;HUACHUPAMPA;CONSTRUCCION DE PISTAS EN LA LOCALIDAD DE SAN LORENZO DE HUACHUPAMPA, DISTRITO DE HUACHUPAMPA - PROVINCIA DE HUAROCHIRI- DEPARTAMENTO DE LIMA;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA;33;249;Pista y Vereda;PEN;1,101,853.31;PEN;1,068,854.00;En Ejecución
394;PE;11476;150806;2492300;2492300;LIMA;HUAURA;HUAURA;RENOVACION DE PISTAS EN EL (LA) AVENIDA FERROCARRIL DE ÑLA LOCALIDAD DE HUAURA, DISTRITO DE HUAURA, PROVINCIA DE HUAURA, DEPARTAMENTO LIMA;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE HUAURA;21;320;Pista y Vereda;PEN;694,821.71;PEN;661,322.00;Concluido
395;PE;11476;150806;2492307;2492307;LIMA;HUAURA;HUAURA;RENOVACION DE PISTAS EN EL (LA) AVENIDA SAN FRANCISCO  DE LA LOCALIDAD DE HUAURA, DISTRITO DE HUAURA, PROVINCIA DE HUAURA, DEPARTAMENTO LIMA;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE HUAURA;20;280;Pista y Vereda;PEN;651,154.31;PEN;617,655.00;Concluido
396;PE;11476;150509;2492319;2492319;LIMA;CAÑETE;MALA;"RENOVACION DE PAVIMENTO Y VEREDA; REPARACION DE SARDINEL; CONSTRUCCION DE RAMPA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) JR REAL, CERCADO DE MALA, EN LA LOCALIDAD MALA, DISTRITO DE MALA, PROVINCIA CAÑETE, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE MALA;17;1717;Pista y Vereda;PEN;531,483.39;PEN;501,037.00;Concluido
397;PE;11476;150501;2491706;2491706;LIMA;CAÑETE;IMPERIAL;"RENOVACION DE PISTA, SARDINEL, VEREDA Y RAMPA; EN EL(LA) JR. AYACUCHO EN LA LOCALIDAD IMPERIAL, DISTRITO DE IMPERIAL, PROVINCIA CAÑETE, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD PROVINCIAL DE CAÑETE  SAN VICENTE DE CAÑETE;39;1511;Pista y Vereda;PEN;1,314,611.06;PEN;1,281,162.00;Concluido
398;PE;11476;150407;2492455;2492455;LIMA;CANTA;SANTA ROSA DE QUIVES;“OPTIMIZACION DE LA VIA DE ACCESO AL CENTRO POBLADO SANTA ROSA DE MACAS, DISTRITO DE SANTA ROSA DE QUIVES - PROVINCIA DE CANTA - DEPARTAMENTO LIMA”.;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES;16;250;Pista y Vereda;PEN;523,547.46;PEN;559,156.00;Concluido
399;PE;11476;150143;2492278;2492278;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;REHABILITACION DE CALZADA EN EL PUEBLO JOVEN JOSE CARLOS MARIATEGUI 1 ETAPA UBICADO EN  LA ZONA 1 - JOSE CARLOS MARIATEGUI DISTRITO VILLA MARIA DEL TRIUNFO , PROVINCIA LIMA, DEPARTAMENTO LIMA;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;46;15295;Pista y Vereda;PEN;1,558,157.51;PEN;1,525,158.00;Actos Previos
400;PE;11476;150143;2492301;2492301;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;REHABILITACION DE LA CALZADA DE LA ZONA TABLADA DE LURIN - SECTOR ANTIGUO EN EL DISTRITO VILLA MARIA DEL TRIUNFO , PROVINCIA LIMA, DEPARTAMENTO LIMA;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;22;8075;Pista y Vereda;PEN;719,846.43;PEN;686,847.00;Actos Previos
401;PE;11476;150143;2492306;2492306;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;REHABILITACION DE LA CALZADA DE LA ZONA TABLADA DE LURIN - SECTOR NUEVO EN EL DISTRITO VILLA MARIA DEL TRIUNFO , PROVINCIA LIMA, DEPARTAMENTO LIMA;DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;28;4750;Pista y Vereda;PEN;910,307.37;PEN;877,308.00;Actos Previos
402;PE;11476;150133;2492242;2492242;LIMA;LIMA;SAN JUAN DE MIRAFLORES;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AVS: BELISARIO SUAREZ (TRAMO I: AV. PEDRO MIOTTA - AV. SAN JUAN Y TRAMO II: AV. CESAR CANEVARO- AV. TOMAS GUZMAN) Y JOSE MARIA SEGUIN (TRAMO AV. GUILLERMO BILLINGHURST- JR. MAXIMILIANO CARRANZA) ,ZONA URBANA, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;21;480;Pista y Vereda;PEN;684,289.52;PEN;668,290.00;Concluido
403;PE;11476;150133;2491227;2491227;LIMA;LIMA;SAN JUAN DE MIRAFLORES;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AV. SOLIDARIDAD (TRAMO AV. DEFENSORES DE LIMA- AV. 5) Y AV. 5 (TRAMO AV. SOLIDARIDAD-AV. CENTRAL) ,ZONA PAMPLONA ALTA, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;18;820;Pista y Vereda;PEN;597,441.03;PEN;581,442.00;Concluido
404;PE;11476;150133;2491230;2491230;LIMA;LIMA;SAN JUAN DE MIRAFLORES;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AV: LOS ALAMOS ,ZONA PANAMERICANA SUR, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;18;360;Pista y Vereda;PEN;597,505.37;PEN;581,506.00;Concluido
405;PE;11476;150133;2491226;2491226;LIMA;LIMA;SAN JUAN DE MIRAFLORES;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AV LOS CONQUISTADORES (TRAMO AV. PEDRO MIOTTA- AV. S/N) Y AV. S/N (TRAMO AV. ALAMEDA – AV. VICTOR CASTRO IGLESIAS) ,ZONA PAMPAS DE SAN JUAN, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;20;1280;Pista y Vereda;PEN;639,804.14;PEN;623,805.00;Concluido
406;PE;11476;150142;2492330;2492330;LIMA;LIMA;VILLA EL SALVADOR;"CONSTRUCCION DE CALZADA Y AREA VERDE; EN EL(LA) MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR SECTOR 01 (GRUPOS DEL 01 AL 13) DISTRITO DE VILLA EL SALVADOR, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR;18;4896;Pista y Vereda;PEN;592,789.15;PEN;567,532.00;Actos Previos
407;PE;11476;150142;2492323;2492323;LIMA;LIMA;VILLA EL SALVADOR;"CONSTRUCCION DE CALZADA Y AREA VERDE; EN EL(LA) MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR SECTOR 02 (GRUPOS INTERNOS IMPARES) DISTRITO DE VILLA EL SALVADOR, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR;39;5100;Pista y Vereda;PEN;1,315,203.66;PEN;1,293,824.00;En Ejecución
408;PE;11476;150142;2492312;2492312;LIMA;LIMA;VILLA EL SALVADOR;"CONSTRUCCION DE CALZADA Y AREA VERDE; EN EL(LA) MUNICIPALIDAD DE VILLA EL SALVADOR SECTOR 02 (GRUPOS INTERNOS PARES) DISTRITO DE VILLA EL SALVADOR, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR;40;2040;Pista y Vereda;PEN;1,347,277.76;PEN;1,313,858.00;En Ejecución
409;PE;11476;150135;2492355;2492355;LIMA;LIMA;SAN MARTIN DE PORRES;"CONSTRUCCION DE VEREDA, RAMPA Y SARDINEL; REPARACION DE PISTA; ADEMAS DE OTROS ACTIVOS EN EL (LA) URBANIZACION POPULAR ASOCIACION DE VIVIENDA SAN FRANCISO DE CAYRAN CALLES 10, 12, 24 Y 26 DEL DISTRITO DE SAN MARTIN DE PORRES, PROVINCIA LIMA, DEPARTAMENTO LIMA.";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;23;160;Pista y Vereda;PEN;759,646.00;PEN;813,496.00;Concluido
410;PE;11476;150135;2492351;2492351;LIMA;LIMA;SAN MARTIN DE PORRES;" REPARACION  DE PISTA, VEREDA, SARDINEL Y RAMPA; EN EL (LA)AV. AUGUSTO B. LEGUIA Y  CUADRA 1 DE LA AV SAN MARTIN  DEL BARRIO MARGINAL COOPERATIVA POLICIAL DEL DISTRITO DE SAN MARTIN DE PORRES, PROVINCIA LIMA, DEPARTAMENTO LIMA.";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;47;221;Pista y Vereda;PEN;1,598,979.00;PEN;1,764,838.00;Concluido
411;PE;11476;150106;2492362;2492362;LIMA;LIMA;CARABAYLLO;"REPARACION DE PISTA Y  CONSTRUCCION DE VEREDA; EN EL(LA) AV. CAMINO REAL TRAMO  AV. SANTO DOMINGO – AV. PRINCIPAL Y AV. “A” TRAMO AV. CAMINO REAL - AV. ""U""  DISTRITO DE CARABAYLLO, PROVINCIA LIMA, DEPARTAMENTO LIMA.";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE CARABAYLLO;52;555;Pista y Vereda;PEN;1,788,476.68;PEN;1,704,697.00;Concluido
412;PE;11476;150125;2492318;2492318;LIMA;LIMA;PUENTE PIEDRA;"REPARACION DE PISTA EN LA ASOCIACIÓN DE VIVIENDA MILAGROSA CRUZ DE MOTUPE Y  EN LA ASOCIACIÓN DE VIVIENDA LAS ROSAS VIRGEN DEL CARMEN;  DISTRITO DE PUENTE PIEDRA, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;36;789;Pista y Vereda;PEN;1,206,636.00;PEN;1,101,845.00;Concluido
413;PE;11476;150125;2492316;2492316;LIMA;LIMA;PUENTE PIEDRA;"REPARACION DE PISTA; EN LA URBANIZACIÓN EL TARO;  DISTRITO DE PUENTE PIEDRA, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;18;773;Pista y Vereda;PEN;582,235.70;PEN;547,836.00;Concluido
414;PE;11476;150125;2492310;2492310;LIMA;LIMA;PUENTE PIEDRA;"REPARACION DE PISTA EN LA ASOCIACIÓN DE PROPIETARIOS DE VIVIENDA LA MERCED Y EN LA ASOCIACIÓN DE PROPIETARIOS DE VIVIENDA CHAVIN DE HUANTAR I ;  DISTRITO DE PUENTE PIEDRA, PROVINCIA LIMA, DEPARTAMENTO LIMA";DS N° 262-2020-EF ;URBANO;MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;23;797;Pista y Vereda;PEN;780,101.32;PEN;745,702.00;Concluido
