ITEM;UBIGEO;SNIP;CUI;REGION;PROVINCIA;DISTRITO;PROYECTO;NORMA;DISPOSITIVO_2;AMBITO;UNIDAD EJECUTORA;TOTAL EMPLEOS;POBLACION BENEFICIARIA;TIPOLOGIA;MONTO DE INVERSIÓN;MONTO DE TRANSFERENCIA 2020;SUB ESTADO SSP
126;2111010000;303954;2247186;PUNO;SAN ROMAN;JULIACA;MEJORAMIENTO DEL SERVICIO DE INFRAESTRUCTURA VIAL DE LOS JIRONES Y PASAJES EN LA URBANIZACIÓN ENACE LA CAPILLA (LEONARDO BARDALES, TOPACIO, ESMERALDA, SINCHI ROCA, PERLA, RUBI, SAN MARCOS, TURQUEZA, BRILLANTE, S/N 01, S/N 02, S/N 03, S/N 04 Y S/N 05) DE LA CIUDAD  DE JULIACA, PROVINCIA DE SAN ROMAN - PUNO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN ROMAN - JULIACA;119;1643;Pista y Vereda;4 067 804;4279335;Normal
127;2005050000;341049;2301582;PIURA;PAITA;LA HUACA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES DEL SECTOR 2 DE VILLA SANTA ANA LA HUACA DEL, DISTRITO DE LA HUACA - PAITA - PIURA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LA HUACA;152;800;Pista y Vereda;5 204 139;4604265;Normal
128;2110010000;328465;2286512;PUNO;SAN ANTONIO DE PUTINA;PUTINA;MEJORAMIENTO DE INFRAESTRUCTURA VIAL DE LAS PRINCIPALES CALLES DEL BARRIO MIRAFLORES DISTRITO DE PUTINA, PROVINCIA DE SAN ANTONIO DE PUTINA - PUNO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE SAN ANTONIO DE PUTINA;132;1942;Pista y Vereda;4 523 900;4418942;Normal
129;1501060000;2136845;2136845;LIMA;LIMA;CARABAYLLO;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL ASENTAMIENTO HUMANO SOL NACIENTE DE CARABAYLLO I ETAPA  DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CARABAYLLO;115;2150;Pista y Vereda;3 943 484;4330966;Atrasada
130;501020000;272183;2239295;AYACUCHO;HUAMANGA;ACOCRO;CREACION DE PISTAS Y VEREDAS EN LAS CALLES DEL CENTRO POBLADO DE SECCELAMBRAS, DISTRITO DE ACOCRO - HUAMANGA - AYACUCHO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ACOCRO;147;690;Pista y Vereda;5 028 918;5028917;Adelantada
131;1501030000;2281780;2281780;LIMA;LIMA;ATE;CREACION DE PISTAS Y VEREDAS EN LAS CALLES INTERNAS DE LA ZONA J DEL P.J. PROYECTO ESPECIAL HUAYCAN, ZONA 07, DEL DISTRITO DE ATE - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;141;4987;Pista y Vereda;4 807 762;4794140;Atrasada
132;502060000;343269;2310516;AYACUCHO;CANGALLO;TOTOS;CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE VERACRUZ, DISTRITO DE TOTOS - CANGALLO - AYACUCHO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE TOTOS;101;915;Pista y Vereda;3 462 261;3462260;Atrasada
133;505100000;340267;2301233;AYACUCHO;LA MAR;ANCHIHUAY;CREACION DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN LOS JIRONES Y CALLES  DE LA LOCALIDAD DE VILLA UNIÓN, DISTRITO DE ANCHIHUAY - LA MAR - AYACUCHO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ANCHIHUAY;98;865;Pista y Vereda;3 336 471;3370471;Atrasada
134;505010000;323292;2278651;AYACUCHO;LA MAR;SAN MIGUEL;CONSTRUCCION DE PAVIMENTO RIGIDO Y VEREDAS EN LAS PRINCIPALES CALLES DEL CENTRO POBLADO DE PATIBAMBA, DISTRITO DE SAN MIGUEL, PROVINCIA DE LA MAR - AYACUCHO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE LA MAR - SAN MIGUEL;99;295;Pista y Vereda;3 369 812;3369812;Atrasada
135;2112050000;354419;2317225;PUNO;SANDIA;PHARA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CENTRO POBLADO DE CHEJANI, DISTRITO DE PHARA - SANDIA - PUNO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE PHARA;87;975;Pista y Vereda;2 989 352;2961352;Normal
136;1202140000;2462574;2462574;JUNIN;CONCEPCION;SAN JOSE DE QUERO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS VÍAS PRINCIPALES DEL  CENTRO POBLADO  DE CHAQUICOCHA DEL DISTRITO DE SAN JOSE DE QUERO - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO;138;540;Pista y Vereda;4 733 881;4764589;Suspensión del plazo de ejecución
137;1204160000;342014;2302939;JUNIN;JAUJA;MASMA;MEJORAMIENTO VIAL DEL CENTRO URBANO DE MASMA;;;;;;;;;;
138;1105010000;361196;2324358;ICA;PISCO;PISCO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LA LOTIZACION SANTA ROSITA Y EL ASENTAMIENTO HUMANO 5 DE DICIEMBRE DEL DISTRITO DE PISCO, PROVINCIA DE PISCO - ICA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE PISCO;100;1293;Pista y Vereda;3 412 079;3372579;Obra Reiniciada
139;1204280000;2435871;2435871;JUNIN;JAUJA;SAN LORENZO;CREACION DE PISTAS Y VEREDAS DE LA AV. CAMINOS DEL INCA (TRAMO: CALLE SEVEDO QUINTO-PROGRESIVA 0+812.94),  CA. ISAIAS GRANDEZ (TRAMO: AV. CAMINOS DEL INCA- PROGRESIVA 0+471.81)  DISTRITO DE SAN LORENZO - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN LORENZO;74;2021;Pista y Vereda;2 515 007;2505785;Normal
140;1401140000;2455417;2455417;LAMBAYEQUE;CHICLAYO;SANTA ROSA;CREACION DE SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DEL SECTOR SOL DE ORO DEL DISTRITO DE SANTA ROSA - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;219;2374;Pista y Vereda;7 525 396;4508037;Adelantada
141;509010000;235348;2217871;AYACUCHO;SUCRE;QUEROBAMBA;CREACION DE PISTAS Y VEREDAS EN LOS JIRONES Y CALLES PRINCIPALES DEL CENTRO POBLADO DE  POMA CCOLLCCABAMBA, PROVINCIA DE SUCRE - AYACUCHO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE SUCRE - QUEROBAMBA;209;653;Pista y Vereda;7 171 695;4303017;Suspensión del plazo de ejecución
142;1204200000;2445067;2445067;JUNIN;JAUJA;MUQUI;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR, PEATONAL Y TRATAMIENTO PAISAJISTICO DE:  JR. VICTORIA PARRA, JR. BOLIVAR, JR. SANTA ROSA, JR. RICARDO PALMA, JR. SAN MARTIN, JR. CONCORDIA, JR. SUCRE Y PJE. LOS GALANES,  DISTRITO DE MUQUI - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE MUQUI;194;1330;Pista y Vereda;6 654 192;4356509;Normal
143;2112100000;359982;2323078;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LOS JIRONES PROGRESO, BUENOS AIRES, 20 DE AGOSTO, AMISTAD, INDEPENDENCIA, LIBERTAD, CULTURA Y VÍAS CONEXAS  EN LA LOCALIDAD DE PUTINA PUNCO, DISTRITO DE SAN PEDRO DE PUTINA PUNCO - SANDIA - PUNO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PUTINA PUNCO;188;2070;Pista y Vereda;6 461 968;4736444;Adelantada
144;101140000;2422952;2422952;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;CREACION DE PISTAS, VEREDAS Y CUNETAS EN LAS CALLES DE JOSE OLAYA, MOLINO, 21 DE NOVIEMBRE, INDEPENDENCIA, CORPUS CRISTI Y HEROES DEL CENEPA  DE LA LOCALIDAD DE MOLINOPAMPA - DISTRITO DE MOLINOPAMPA - PROVINCIA DE CHACHAPOYAS - DEPARTAMENTO DE AMAZONAS;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE MOLINOPAMPA;203;917;Pista y Vereda;6 962 644;4177586;Atrasada
145;2207020000;366445;2330162;SAN MARTIN;PICOTA;BUENOS AIRES;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DE LOS JIRONES TARAPOTO CUADRAS 01 A LA 04, GRAU CUADRAS 01 A LA 05, LIMA CUADRAS 04 A LA 05 Y EN LOS PASAJES HUALLAGA CUADRA 01, SUCRE CUADRA 01 Y LA MARGINAL CUADRA 01 EN LA LOCALIDAD DE BUENOS AIRES, DISTRITO DE BUENOS AIRES - PICOTA - SAN MARTIN;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE BUENOS AIRES;191;3415;Pista y Vereda;6 527 833;3925196;Atrasada
146;610040000;2438774;2438774;CAJAMARCA;SAN MARCOS;GREGORIO PITA;CREACION DE PISTAS Y VEREDAS EN LA LOCALIDAD DE RIO SECO DEL DISTRITO DE GREGORIO PITA - PROVINCIA DE SAN MARCOS - DEPARTAMENTO DE CAJAMARCA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE GREGORIO PITA;188;158;Pista y Vereda;6 450 185;3866961;Normal
147;1101060000;326000;2284194;ICA;ICA;PARCONA;MEJORAMIENTO DE CALLES Y PASAJES EN LOS CENTROS POBLADOS DEL MARGEN IZQUIERDO DEL RIO ICA SECTOR ACOMAYO DEL, DISTRITO DE PARCONA - ICA - ICA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE PARCONA;203;13627;Pista y Vereda;6 980 227;4333525;Normal
148;306090000;376842;2337918;APURIMAC;CHINCHEROS;ROCCHACC;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS PRINCIPALES VÍAS DE LAS LOCALIDAD DE ROCCHACC, DISTRITO DE ROCCHACC - CHINCHEROS - APURIMAC;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ROCCHACC;191;3278;Pista y Vereda;6 534 281;3816403;Atrasada
149;604150000;2404140;2404140;CAJAMARCA;CHOTA;QUEROCOTO;CREACION Y MEJORAMIENTO DE PISTAS Y VEREDAS EN CENTRO POBLADO DE PACOPAMPA - DISTRITO DE QUEROCOTO - PROVINCIA DE CHOTA - REGIÓN CAJAMARCA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE QUEROCOTO;194;826;Pista y Vereda;6 648 977;3804987;Normal
150;1301020000;2436347;2436347;LA LIBERTAD;TRUJILLO;EL PORVENIR;CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL  EN LAS CALLES DEL AA.HH. ALTO TRUJILLO BARRIO 4, DEL DISTRITO DE EL PORVENIR - PROVINCIA DE TRUJILLO - DEPARTAMENTO DE LA LIBERTAD;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE EL PORVENIR;121;4245;Pista y Vereda;4 136 118;4180925;Atrasada
151;1501190000;172844;2137651;LIMA;LIMA;LURIN;CONSTRUCCION DE PISTAS, VEREDAS Y HABILITACIÓN DE ÁREAS VERDES EN EL A.H. UPIS SAN JOSÉ DE LURN, ZONA E, DISTRITO DE LURIN - LIMA - LIMA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LURIN;86;748;Pista y Vereda;2 918 582;2766107;Adelantada
152;1501430000;2437728;2437728;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL Y PEATONAL DE LA AV. LOS HERALDOS NEGROS Y AV. REPUBLICA , DE LA ZONA 4 NUEVA ESPERANZA  DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;177;10802;Pista y Vereda;6 077 842;3646704;Proceso de Selección
153;611020000;2478841;2478841;CAJAMARCA;SAN MIGUEL;BOLIVAR;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CASERIO DE SAN JOSE DEL DISTRITO DE BOLIVAR - PROVINCIA DE SAN MIGUEL - DEPARTAMENTO DE CAJAMARCA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE BOLIVAR;196;725;Pista y Vereda;6 725 807;4028303;Adelantada
154;206080000;315159;2258909;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN LA CALLE PRINCIPAL DEL SECTOR FUNDO ACO, DISTRITO DE SAN MIGUEL DE ACO - CARHUAZ - ANCASH;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO;67;2722;Pista y Vereda;2 264 057;2239056;Adelantada
155;907180000;376288;2337290;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;CREACION DE PISTAS Y VEREDAS DE LAS CALLES 01, 02, 03, 04 Y 05, DE LA LOCALIDAD DE TABLAHUASI, DISTRITO DE TINTAY PUNCU - TAYACAJA - HUANCAVELICA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU;98;302;Pista y Vereda;3 352 262;2721039;Normal
156;1105040000;2217818;2217818;ICA;PISCO;INDEPENDENCIA;CREACION DE PISTAS Y VEREDAS DEL CENTRO POBLADO DOS PALMAS DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE PISCO - DEPARTAMENTO DE ICA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - ICA;61;1261;Pista y Vereda;2 074 154;2074153;Adelantada
157;302020000;2461227;2461227;APURIMAC;ANDAHUAYLAS;ANDARAPA;CREACION DE LOS SEVICIOS DE TRANSITABILIDAD VIAL DE LAS CALLES DEL CENTRO POBLADO DE ILLAHUASI DEL DISTRITO DE ANDARAPA - PROVINCIA DE ANDAHUAYLAS - DEPARTAMENTO DE APURIMAC;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ANDARAPA;176;718;Pista y Vereda;6 019 371;3785284;Normal
158;2207090000;386448;2377542;SAN MARTIN;PICOTA;TINGO DE PONASA;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL  URBANA DE LAS PRINCIPALES VIAS  DE LA LOCALIDAD DE TINGO DE PONASA, DISTRITO DE TINGO DE PONASA - PICOTA - SAN MARTIN;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE TINGO DE PONASA;231;3170;Pista y Vereda;7 941 659;3702466;Adelantada
159;501030000;353815;2316576;AYACUCHO;HUAMANGA;ACOS VINCHOS;CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE URPAY, DISTRITO DE ACOS VINCHOS - HUAMANGA - AYACUCHO;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ACOS VINCHOS;55;1260;Pista y Vereda;1 868 950;1852950;Atrasada
160;1501190000;2444096;2444096;LIMA;LIMA;LURIN;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ASOCIACIÓN PRO VIVIENDA LOS SUSPIROS, ZONA A DEL DISTRITO DE LURIN - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LURIN;176;1705;Pista y Vereda;6 012 309;3607385;Atrasada
161;1304010000;2457970;2457970;LA LIBERTAD;CHEPEN;CHEPEN;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL C.P TALAMBO DEL DISTRITO DE CHEPEN - PROVINCIA DE CHEPEN - DEPARTAMENTO DE LA LIBERTAD;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE CHEPEN;176;836;Pista y Vereda;6 038 483;3600591;Normal
162;1202060000;2469077;2469077;JUNIN;CONCEPCION;COMAS;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL AREA URBANA DEL CENTRO POBLADO DE CANCHAPALCA DEL DISTRITO DE COMAS - PROVINCIA DE CONCEPCION - DEPARTAMENTO DE JUNIN;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE COMAS;83;725;Pista y Vereda;2 821 282;2284780;Normal
163;604150000;2404148;2404148;CAJAMARCA;CHOTA;QUEROCOTO;CREACION Y MEJORAMIENTO DE PISTAS Y VEREDAS EN CENTRO POBLADO DE PARIAMARCA - DISTRITO DE QUEROCOTO - PROVINCIA DE CHOTA - REGIÓN CAJAMARCA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE QUEROCOTO;69;993;Pista y Vereda;2 334 822;2249869;Atrasada
164;2006050000;259758;2234285;PIURA;SULLANA;MARCAVELICA;MEJORAMIENTO DE INFRAESTRUCTURA VIAL Y PEATONAL CALLE ANDRES AVELINO CACERES, PERIMETRO PLAZA BOLOGNESI Y EL SECTOR AMAZONAS DEL C.P. MALLARITOS, DISTRITO DE MARCAVELICA - SULLANA - PIURA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE MARCAVELICA;228;6390;Pista y Vereda;7 821 544;3846729;Atrasada
165;1501350000;2460897;2460897;LIMA;LIMA;SAN MARTIN DE PORRES;CREACION DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES INTERNAS DEL AA.HH. SANTA CRUZ DEL NORTE DEL DISTRITO DE SAN MARTIN DE PORRES - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;63;2029;Pista y Vereda;2 122 598;2251935;Atrasada
166;1507120001;111753;2098242;LIMA;HUAROCHIRI;LARAOS;CONSTRUCCION DE PISTAS Y VEREDAS EN EL CENTRO URBANO DE LA LOCALIDAD DE LARAOS, DISTRITO DE LARAOS - HUAROCHIRI - LIMA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARAOS;141;216;Pista y Vereda;4 831 256;170424;Proceso de Selección
167;906120001;213528;2215425;HUANCAVELICA;HUAYTARA;SAN ISIDRO;MEJORAMIENTO VIAL DEL CERCADO DE LA LOCALIDAD DE SAN JUAN DE HUIRPACANCHA DISTRITO DE SAN ISIDRO, PROVINCIA DE HUAYTARA - HUANCAVELICA;DU 070_172 PROY;DU N° 070-2020;RURAL;MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - HUIRPACANCHA;63;648;Pista y Vereda;2 120 069;413572;Permanente
168;1201270001;346548;2307983;JUNIN;HUANCAYO;QUICHUAY;MEJORAMIENTO DE PISTAS Y VEREDAS EN LA CA. LIMA, CA. MELCHOR GONZALES Y CA. ISAAC ALCOSER Y, DISTRITO DE QUICHUAY - HUANCAYO - JUNIN;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE QUICHUAY;121;1529;Pista y Vereda;4 105 693;4105693;Normal
169;306010001;277428;2197213;APURIMAC;CHINCHEROS;ANCO HUALLO;CONSTRUCCION DE PISTAS Y VEREDAS EN LA ZONA PERIFERICA DEL CERCADO DE URIPA, DISTRITO DE ANCO HUALLO, PROVINCIA DE CHINCHEROS - APURIMAC;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE CHINCHEROS;287;3431;Pista y Vereda;9 872 770;5983406;Normal
170;401280000;196298;2258771;AREQUIPA;AREQUIPA;YURA;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ASOCIACION DE PEQUEÑOS INDUSTRIALES Y ARTESANOS DE AREQUIPA EN EL DISTRITO DE YURA, PROVINCIA DE AREQUIPA - AREQUIPA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE YURA;385;7105;Pista y Vereda;13 256 996;7276281;Atrasada
171;605010001;321607;2276250;CAJAMARCA;CONTUMAZA;CONTUMAZA;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL CENTRO POBLADO TABACAL, LOS PINOS, DISTRITO DE CONTUMAZA, PROVINCIA DE CONTUMAZA - CAJAMARCA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE CONTUMAZA;93;645;Pista y Vereda;3 183 467;1219289;Adelantada
172;2003020001;263740;2182517;PIURA;HUANCABAMBA;CANCHAQUE;MEJORAMIENTO DEL SERVICIO VIAL Y PEATONAL EN LA LOCALIDAD DE CANCHAQUE, DISTRITO DE CANCHAQUE - HUANCABAMBA - PIURA;DU 070_172 PROY;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CANCHAQUE;308;1720;Pista y Vereda;10 590 302;5363235;Adelantada
1;1301010000;2380551;2380551;LA LIBERTAD;TRUJILLO;TRUJILLO;REHABILITACION DEL PAVIMENTO DE LA AV.ESPAÑA DESDE LA JR. ORBEGOSO HASTA LA AV. JESUS DE NAZARETH, DISTRITO DE TRUJILLO, PROVINCIA DE TRUJILLO, DEPARTAMENTO - LA LIBERTAD;DU 070_62 IOARR;DU N° 070-2020;URBANO; MUNICIPALIDAD PROVINCIAL DE TRUJILLO;31;3621;Pista y Vereda;1 036 305;909797;Por Iniciar
2;1301010000;2380554;2380554;LA LIBERTAD;TRUJILLO;TRUJILLO;"""REHABILITACION DEL PAVIMENTO DE LA AV. JESUS DE NAZARETH DESDE LA  AV. ANTENOR ORREGO HASTA LA AV. MANSICHE, DISTRITO DE TRUJILLO, PROVINCIA DE TRUJILLO, DEPARTAMENTO - LA LIBERTAD";DU 070_62 IOARR;DU N° 070-2020;URBANO; MUNICIPALIDAD PROVINCIAL DE TRUJILLO;45;3621;Pista y Vereda;1 509 264;1310628;Normal
3;1301010000;2380558;2380558;LA LIBERTAD;TRUJILLO;TRUJILLO;REHABILITACION DEL PAVIMENTO DEL JR. ORBEGOSO DESDE LA  JR PIZARRO HASTA LA AV. ESPAÑA, DISTRITO DE TRUJILLO, PROVINCIA DE TRUJILLO, DEPARTAMENTO - LA LIBERTAD;DU 070_62 IOARR;DU N° 070-2020;URBANO; MUNICIPALIDAD PROVINCIAL DE TRUJILLO;22;3621;Pista y Vereda;723 707;613482;Por Iniciar
4;1504050000;2426258;2426258;LIMA;CANTA;LACHAQUI;REPARACIÓN DE VIAS VECINALES;;;;;;;;;;
5;1506110000;2421737;2421737;LIMA;HUARAL;SUMBILCA;REPARACIÓN DE VIAS URBANAS;;;;;;;;;;
6;1506110000;2421739;2421739;LIMA;HUARAL;SUMBILCA;REPARACIÓN DE VIAS URBANAS;;;;;;;;;;
7;1507030000;2426768;2426768;LIMA;HUAROCHIRI;CALLAHUANCA;RENOVACIÓN DE PISTAS Y DRENAJE DE AGUA PLUVIALES;;;;;;;;;;
8;1508060000;2469760;2469760;LIMA;HUAURA;HUAURA;CONSTRUCCION DE VEREDA, PAVIMENTO Y AREA VERDE;;;;;;;;;;
9;604010000;2442617;2442617;CAJAMARCA;CHOTA;CHOTA;REPARACIÓN DE PAVIMENTO;;;;;;;;;;
10;1401010000;2378558;2378558;LAMBAYEQUE;CHICLAYO;CHICLAYO;REHABILITACION DE LA AVENIDA ANGAMOS, DESDE LA AVENIDA SAN JOSE HASTA LA AV. AUGUSTO B. LEGUIA, DISTRITO DE CHICLAYO, PROVINCIA DE CHICLAYO - LAMBAYEQUE;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE CHICLAYO;29;3108;Pista y Vereda;995 018;1024368;Proceso de Selección
11;1401010000;2378576;2378576;LAMBAYEQUE;CHICLAYO;CHICLAYO;REHABILITACION DE LA AVENIDA CHINCHAYSUYO DESDE LA PANAMERICANA SUR HASTA LA CALLE AMARANTOS, DISTRITO DE CHICLAYO, PROVINCIA DE CHICLAYO, DEPARTAMENTO LAMBAYEQUE;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE CHICLAYO;17;3108;Pista y Vereda;526 344;714228;Adelantada
12;1401010000;2486393;2486393;LAMBAYEQUE;CHICLAYO;CHICLAYO;REPARACION DE PAVIMENTO;;;;;;;;;;
13;1401010000;2486395;2486395;LAMBAYEQUE;CHICLAYO;CHICLAYO;REPARACION DE PAVIMENTO;;;;;;;;;;
14;701010000;2461567;2461567;CALLAO;CALLAO;CALLAO;RENOVACION DE PISTAS;;;;;;;;;;
15;701020000;2474874;2474874;CALLAO;CALLAO;BELLAVISTA;RENOVACION DE VEREDA;;;;;;;;;;
16;701020000;2474875;2474875;CALLAO;CALLAO;BELLAVISTA;RENOVACION DE VIAS DE ACCESO;;;;;;;;;;
17;1501030000;2458460;2458460;LIMA;LIMA;ATE;REPARACION DE PISTA;;;;;;;;;;
18;1501170000;2481425;2481425;LIMA;LIMA;LOS OLIVOS;REPARACION DE VEREDA;;;;;;;;;;
19;1501200000;2336110;2336110;LIMA;LIMA;MAGDALENA DEL MAR;MEJORAMIENTO DE LA AV. SUCRE CUADRA 02 A LA CUADRA 14 DEL DISTRITO DE MAGDALENA DEL MAR - LIMA - LIMA;DU 070_62 IOARR;DU N° 070-2020;URBANO;MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR;19;694;Pista y Vereda;601 648;1025419;Atrasada
