ITEM;UBIGEO;SNIP;CUI;REGION;PROVINCIA;DISTRITO;PROYECTO;NORMA;DISPOSITIVO_2;AMBITO;UNIDAD EJECUTORA;TOTAL EMPLEOS;POBLACION BENEFICIARIA;TIPOLOGIA;MONTO DE INVERSIÓN;MONTO DE TRANSFERENCIA 2020;SUB ESTADO SSP
5;1901130000;2444347;2444347;PASCO;PASCO;YANACANCHA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL ASENTAMIENTO HUMANO VÍCTOR RAUL HAYA DE LA TORRE DISTRITO DE YANACANCHA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE YANACANCHA;225;4762.00;Pista y Vereda;7 715 349;3626954;Normal
6; 2209120001, 2209120032;282017;2241551;SAN MARTIN;SAN MARTIN;SAN ANTONIO;CONSTRUCCION DEL PUENTE VEHICULAR SOBRE EL RIO CUMBAZA, CRUCE CON LAS LOCALIDADES DE SAN PEDRO DE CUMBAZA Y SAN ANTONIO DE CUMBAZA, DISTRITO DE SAN ANTONIO - SAN MARTIN - SAN MARTIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;223;4900.00;PUENTE;7 669 001;3850847;Normal
7;102040000;321606;2284215;AMAZONAS;BAGUA;EL PARCO;CONSTRUCCION DE PISTAS, VEREDAS, AREAS VERDES Y DRENAJE PLUVIAL DE LA LOCALIDAD DE EL PARCO, DISTRITO DE EL PARCO - BAGUA - AMAZONAS;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE EL PARCO;238;1757.00;Pista y Vereda;8 165 535;7663363;Por Iniciar
8;205110001;242549;2221696;ANCASH;BOLOGNESI;LA PRIMAVERA;MEJORAMIENTO DE CALLES EN EL CC.PP DE GORGORILLO, DISTRITO DE LA PRIMAVERA - BOLOGNESI - ANCASH;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA;90;637.00;Pista y Vereda;3 096 573;3096573;Proceso de Selección
9;303070000;2477398;2477398;APURIMAC;ANTABAMBA;SABAINO;MEJORAMIENTO DEL SERVICIO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL EN LAS CALLES ESTUDIANTE, MUNICIPAL, MANUEL PARDO, VIRGEN DE CHAPI, AREQUIPA, PASAJE HORNOCALLE DEL BARRIO COLLANA DEL DISTRITO DE SABAINO - PROVINCIA DE ANTABAMBA - DEPARTAMENTO DE APURIMAC;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE SABAINO;45;2517.00;Pista y Vereda;1 500 443;1460994;Atrasada
10;102010044;2293256;2293256;AMAZONAS;BAGUA;BAGUA;CONSTRUCCION DE PISTAS, VEREDAS, SARDINELES Y AREAS VERDES, EN EL SECTOR TOMAQUE DE LA CIUDAD DE BAGUA, DISTRITO DE BAGUA, PROVINCIA DE BAGUA - AMAZONAS;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE BAGUA;234;2184.00;Pista y Vereda;8 042 070;4663488;Por Iniciar
11;807050000;283865;2235878;CUSCO;CHUMBIVILCAS;LIVITACA;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL CENTRO POBLADO DE CHILLOROYA, DISTRITO DE LIVITACA - CHUMBIVILCAS - CUSCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LIVITACA;385;1536.00;Pista y Vereda;13 212 968;6089178;Proceso de Selección
12;2501010000;358467;2321491;UCAYALI;CORONEL PORTILLO;CALLERIA;MEJORAMIENTO DE LA AV. BELLAVISTA (DESDE EL JR. INDEPENDENCIA HASTA LA AV. COLONIZACION), DISTRITO DE CALLERIA, PROVINCIA DE CORONEL PORTILLO - UCAYALI;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO- CALLERIA;315;1267.00;Pista y Vereda;10 827 022;4137642;Proceso de Selección
13;1301040000;371787;2332512;LA LIBERTAD;TRUJILLO;HUANCHACO;CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL EN LAS CALLES EL TRIUNFO, RETAMAS, HUANCHACO, LOS CIPRECES, LOS SAUCES, LOS PINOS, LOS EUCALIPTOS, LAS BEGONIAS, EL PASAJE LOS GERANIOS Y 04 DE JUNIO EN EL SECTOR II DEL AA.HH. LAS LOMAS, DISTRITO DE HUANCHACO - TRUJILLO - LA LIBERTAD;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE HUANCHACO;147;1579.00;Pista y Vereda;5 040 136;3194088;Proceso de Selección
14;1607010000;338084;2296656;LORETO;DATEM DEL MARAÑON;BARRANCA;CREACION DE PISTAS, VEREDAS, SARDINELES Y CUNETAS DEL SECTOR VI, DE LA LOCALIDAD DE SAN LORENZO, DISTRITO DE BARRANCA, PROVINCIA DE DATEM DEL MARANON - LORETO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON;327;1800.00;Pista y Vereda;11 220 961;5471481;Por Iniciar
15;1003230000;332618;2291134;HUANUCO;DOS DE MAYO;YANAS;CREACION DE PISTAS Y VEREDAS EN LOS JIRONES SAN PEDRO, SAN FRANCISCO, SAHUAY, MANCO CÁPAC, TÚPAC AMARU, SANTO DOMINGO, CARMEN ALTA, HUÁNUCO, GALLOPAMPA, CAMPO SANTO Y JOSÉ OLAYA DE LA LOCALIDAD DE YANAS, DISTRITO DE YANAS - DOS DE MAYO - HUANUCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE YANAS;256;3624.00;Pista y Vereda;8 792 117;3896548;Proceso de Selección
16;1206040001;2489438;2489438;JUNIN;SATIPO;MAZAMARI;CREACION DE LOSA DE RECREACION MULTIUSOS EN EL SECTOR LA FLORIDA, DEL DISTRITO DE MAZAMARI - PROVINCIA DE SATIPO - DEPARTAMENTO DE JUNIN;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE MAZAMARI;22;18520.00;LOSA MULTIUSOS;701 009;649262;Normal
17;1205010000;2468732;2468732;JUNIN;JUNIN;JUNIN;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR DEL BARRIO SAN CRISTOBAL DISTRITO DE JUNIN - PROVINCIA DE JUNIN - DEPARTAMENTO DE JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE JUNIN;278;3228.00;Pista y Vereda;9 535 768;4679884;Normal
18;901190001;2445371;2445371;HUANCAVELICA;HUANCAVELICA;HUANDO;CREACION DE PISTAS Y VEREDAS EN LAS CALLES DEL CASCO URBANO DEL BARRIO LA LIBERTAD Y PROGRESO DE LA LOCALIDAD DE HUANDO DEL DISTRITO DE HUANDO - PROVINCIA DE HUANCAVELICA - DEPARTAMENTO DE HUANCAVELICA;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE HUANDO;240;1628.00;Pista y Vereda;8 238 020;3831560;Proceso de Selección
19;2201040000;2466815;2466815;SAN MARTIN;MOYOBAMBA;JEPELACIO;CREACION DE LOS SERVICIOS DE TRANSITABILIDAD URBANA PEATONAL Y VEHICULAR DE LAS PRINCIPALES CALLES DE LA LOCALIDAD DE SHUCSHUYACU DEL DISTRITO DE JEPELACIO - PROVINCIA DE MOYOBAMBA - DEPARTAMENTO DE SAN MARTIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE JEPELACIO;316;1435.00;Pista y Vereda;10 858 040;5703455;Proceso de Selección
20;1204310000;2451419;2451419;JUNIN;JAUJA;SINCOS;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DE LOS JIRONES: TUPAC AMARU, JUNIN, AREQUIPA, REAL, FRANSISCO BOLOGNESI, ALFONZO UGARTE, SUCRE, GRAU, LEONCIO PRADO, QUIÑONEZ Y MARISCAL CASTILLA, DEL ANEXO DE LLACUAQRI PAMPA DEL DISTRITO DE SINCOS - PROVINCIA DE JAUJA - DEPARTAMENTO DE JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SINCOS;235;628.00;Pista y Vereda;8 099 154;3959577;Normal
21;2207040000;2445504;2445504;SAN MARTIN;PICOTA;PILLUANA;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA EN LOS JIRONES ALFONSO UGARTE CDRAS 01 AL 05,JR. SIMON BOLIVAR CDRAS 01 AL 04, JR. ANTONIO RAYMONDI CDRAS 02 AL 04, JR. INCA CAHUIDE CDRAS 02 AL 04 , JR. LIMA CDRA. 02 Y JR. SAN MARTIN CDRA. 02, DE LA LOCALIDAD DE MISHQUIYACU DEL DISTRITO DE PILLUANA - PROVINCIA DE PICOTA - DEPARTAMENTO DE SAN MARTIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE PILLUANA;275;767.00;Pista y Vereda;9 437 849;4979520;Normal
22;1501060000;2447478;2447478;LIMA;LIMA;CARABAYLLO;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN EL P. J NUEVA JERUSALEN Y AVENIDA B DEL BARRIO SEGURO LAS LOMAS, SECTOR 10 DEL DISTRITO DE CARABAYLLO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CARABAYLLO;229;2030.00;Pista y Vereda;7 845 173;3880587;Por Iniciar
23;1601030000;2453990;2453990;LORETO;MAYNAS;FERNANDO LORES;MEJORAMIENTO DEL ACCESO VIAL AL MERCADO MUNICIPAL (CALLES ADYACENTES) DE TAMSHIYACU DEL DISTRITO DE FERNANDO LORES - PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE FERNANDO LORES;225;1356.00;Pista y Vereda;7 726 283;7476506;Normal
24;2101010000;2453959;2453959;PUNO;PUNO;PUNO;CREACION DE LOS SERVICIOS DE LA PLAZUELA EN LA URBANIZACIÓN CIUDAD NUEVA DEL CENTRO POBLADO ALTO PUNO DEL DISTRITO DE PUNO - PROVINCIA DE PUNO - DEPARTAMENTO DE PUNO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE PUNO;6;811.00;PARQUES Y PLAZAS;177 868;153869;Por Iniciar
25;1204010001;319832;2276063;JUNIN;JAUJA;JAUJA;CREACION, MEJORAMIENTO DE PISTAS Y VEREDAS DEL JR. JOSE OLAYA, JR. ARZOBISPO DEL VALLE, JR. TIWINZA, JR. ANDRES RAZURI, JR. HEROES DEL CENEPA, JR. HEROINAS TOLEDO, JR. EDGARDO RIVERA MARTINEZ, JR. COLINA, PROLONG. MICAELA BASTIDAS, Y PROLONG. LEONOR ORDOÑEZ EN EL BARRIO SAN ANTONIO, DISTRITO DE JAUJA, PROVINCIA DE JAUJA - JUNIN, PROVINCIA DE JAUJA - JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE JAUJA;231;1417.00;Pista y Vereda;7 944 208;3438305;Proceso de Selección
26;501090028;2454813;2454813;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;CREACION DE PISTAS Y VEREDAS EN LAS CALLES DEL CENTRO POBLADO DE SAN JOSE DE TICLLAS DISTRITO DE SAN JOSE DE TICLLAS - PROVINCIA DE HUAMANGA - DEPARTAMENTO DE AYACUCHO;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE SAN JOSE DE TICLLAS;169;2029.00;Pista y Vereda;5 793 911;2686109;Normal
27;306040000;354440;2317252;APURIMAC;CHINCHEROS;HUACCANA;CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE PUMACHUCO, DISTRITO DE HUACCANA - CHINCHEROS - APURIMAC;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE HUACCANA;275;619.00;Pista y Vereda;9 468 020;5384224;Por Iniciar
28;1607010000;338100;2296658;LORETO;DATEM DEL MARAÑON;BARRANCA;CREACION DE PISTAS, VEREDAS, SARDINELES Y CUNETAS DEL SECTOR VIII, DE LA LOCALIDAD DE SAN LORENZO, DISTRITO DE BARRANCA, PROVINCIA DE DATEM DEL MARANON - LORETO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON;130;1358.00;Pista y Vereda;4 466 687;2115294;Proceso de Selección
29;611020000;2478686;2478686;CAJAMARCA;SAN MIGUEL;BOLIVAR;CREACION DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LA ZONA PERIFERICA DE LA LOCALIDAD DE BOLIVAR DEL DISTRITO DE BOLIVAR - PROVINCIA DE SAN MIGUEL - DEPARTAMENTO DE CAJAMARCA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE BOLIVAR;208;1397.00;Pista y Vereda;7 132 259;4088711;Por Iniciar
30;107010000;255160;2181838;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;MEJORAMIENTO DE PISTAS Y VEREDAS, CASERIO SAN LUIS PARTE BAJA, DISTRITO DE BAGUA GRANDE, PROVINCIA DE UTCUBAMBA - AMAZONAS;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE UTCUBAMBA - BAGUA GRANDE;202;1618.00;Pista y Vereda;6 927 712;3942910;Proceso de Selección
31;809100000;311777;2267805;CUSCO;LA CONVENCION;PICHARI;CREACION DE PISTAS Y VEREDAS EN LA AVENIDA EJERCITO Y TRAMO AVENIDA BRASIL ENTRE EL OVALO EJERCITO-OVALO BRASIL DE PICHARI BAJA, DISTRITO DE PICHARI - LA CONVENCION - CUSCO;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE PICHARI;171;2693.00;Pista y Vereda;5 855 924;2592941;Por Iniciar
32;1005040000;332361;2309810;HUANUCO;HUAMALIES;JACAS GRANDE;CREACION DE PISTAS Y VEREDAS DE LAS LOCALIDADES DE CULQUISH, CASCANGA Y CARHUAPATA, DISTRITO DE JACAS GRANDE - HUAMALIES - HUANUCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE JACAS GRANDE;283;2965.00;Pista y Vereda;9 722 403;3249844;Por Iniciar
33;2203050000;2453049;2453049;SAN MARTIN;EL DORADO;SHATOJA;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANA DE LOS JRS. HUASCAR, PROGRESO, SARGENTO LORES DE LA LOCALIDAD DE SHATOJA DEL DISTRITO DE SHATOJA - PROVINCIA DE EL DORADO - DEPARTAMENTO DE SAN MARTIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SHATOJA;282;3350.00;Pista y Vereda;9 684 919;6241198;Normal
34;1607010000;212210;2157993;LORETO;DATEM DEL MARAÑON;BARRANCA;CREACION DE PISTAS, VEREDAS Y SARDINELES DEL SECTOR II, SAN LORENZO, DISTRITO DE BARRANCA, PROVINCIA DE DATEM DEL MARANON - LORETO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE DATEM DEL MARAÑON;166;8167.00;Pista y Vereda;5 697 428;3258968;Proceso de Selección
35;1501030000;18923;2025905;LIMA;LIMA;ATE;CONSTRUCCION DE PISTAS Y VEREDAS EN LA COMUNIDAD AUTOGESTIONARIA DE HUAYCAN ZONA A - II ETAPA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;266;6170.00;Pista y Vereda;9 141 876;4143996;Normal
36;2110050000;2472171;2472171;PUNO;SAN ANTONIO DE PUTINA;SINA;CREACION DEL SERVICIO DE INFRAESTRUCTURA VIAL URBANO EN LA LOCALIDAD DE SINA DISTRITO DE SINA - PROVINCIA DE SAN ANTONIO DE PUTINA - DEPARTAMENTO DE PUNO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SINA;153;1080.00;Pista y Vereda;5 214 573;2942452;Normal
37;1601120000;2409099;2409099;LORETO;MAYNAS;BELEN;CREACION DE LA PAVIMENTACIÓN DE LAS CALLES DEL PP.JJ. SANTO CRISTO DE BAGAZÁN - DISTRITO DE BELEN - PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE BELEN;151;1320.00;Pista y Vereda;5 165 951;3060615;Proceso de Selección
38;306040000;2458126;2458126;APURIMAC;CHINCHEROS;HUACCANA;MEJORAMIENTO DEL SERVICIO DE ESPACIO PUBLICO DE LA PLAZA DE ARMAS DEL CENTRO POBLADO DE PUMACHUCO DEL DISTRITO DE HUACCANA - PROVINCIA DE CHINCHEROS - DEPARTAMENTO DE APURIMAC;DU 114_PROYECTOS;DU N° 114-2020;RURAL;MUNICIPALIDAD DISTRITAL DE HUACCANA;19;936.00;PARQUES Y PLAZAS;629 747;428806;Por Iniciar
39;2207040000;2446546;2446546;SAN MARTIN;PICOTA;PILLUANA;CREACION DEL PARQUE RECREATIVO DE LA LOCALIDAD DE MISHQUIYACU DEL DISTRITO DE PILLUANA - PROVINCIA DE PICOTA - DEPARTAMENTO DE SAN MARTIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE PILLUANA;16;2029.00;PARQUES Y PLAZAS;514 235;358247;Normal
40;1203030000;2461209;2461209;JUNIN;CHANCHAMAYO;PICHANAQUI;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL AA.VV. JUAN VELASCO ALVARADO Y BELLAVISTA, EN EL CENTRO POBLADO BAJO PICHANAQUI DEL DISTRITO DE PICHANAQUI - PROVINCIA DE CHANCHAMAYO - DEPARTAMENTO DE JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE PICHANAQUI;263;1137.00;Pista y Vereda;9 047 827;5089403;Proceso de Selección
41;1507160000;2399565;2399565;LIMA;HUAROCHIRI;SAN ANTONIO;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES INTERNAS DE LA ZONA 06 DEL ANEXO 08, DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - REGIÓN LIMA - I ETAPA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;812;3045.00;Pista y Vereda;27 990 059;4762579;Normal
42;1903010000;2442375;2442375;PASCO;OXAPAMPA;OXAPAMPA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS VÍAS URBANAS DE LA CIUDAD DE OXAPAMPA, PROVINCIA DE OXAPAMPA - PASCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE OXAPAMPA;283;11105.00;Pista y Vereda;9 728 058;4961310;Proceso de Selección
43;1101130001;216445;2210182;ICA;ICA;TATE;MEJORAMIENTO DE CALLES EN EL SECTOR LUJARAJA, DISTRITO DE TATE - ICA - ICA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE TATE;68;4658.00;Pista y Vereda;2 315 748;1888291;Proceso de Selección
44;1309040001;258009;2182356;LA LIBERTAD;SANCHEZ CARRION;CURGOS;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD EN LA AV. ABELARDO GAMARRA RONDO CDRAS. DEL 01 AL 08, CALLE INDEPENDENCIA CDRAS. 01, 02 Y 03, CALLE SAN PEDRO CDRAS. 01, 03, 04, 05, 06 Y 07, CALLE MANUEL PRADO U. CDRAS. 01, 04, 05, 06 Y 07 Y CALLE HUMBERTO LEDESMA - CURGOS, DISTRITO DE CURGOS - SANCHEZ CARRION - LA LIBERTAD;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE CURGOS;228;2145.00;Pista y Vereda;7 821 642;4156609;Normal
45;606140000;318965;2269081;CAJAMARCA;CUTERVO;SOCOTA;MEJORAMIENTO DE PISTAS Y VEREDAS DE LAS CALLES DEL CENTRO POBLADO SAN ANTONIO, DISTRITO DE SOCOTA - CUTERVO - CAJAMARCA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE SOCOTA;122;400.00;Pista y Vereda;4 160 309;2704201;Proceso de Selección
46;601080000;2456091;2456091;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;MEJORAMIENTO DEL SERVICIO DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA PRINCIPAL DE LA LOCALIDAD LA MOLINA DEL DISTRITO DE LOS BAÑOS DEL INCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA;23;2125.00;PARQUES Y PLAZAS;751 780;746780;Proceso de Selección
47;601080000;2454799;2454799;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES CROACIA, ITALIA, AUSTRIA, DINAMARCA, POLONIA, IRLANDA, HOLANDA, SUIZA, BULGARIA Y ALEMANIA, EN LA LOCALIDAD DE LA MOLINA DEL DISTRITO DE LOS BAÑOS DEL INCA - PROVINCIA DE CAJAMARCA - DEPARTAMENTO DE CAJAMARCA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LOS BAÑOS DEL INCA;266;2125.00;Pista y Vereda;9 126 367;5475821;Por Iniciar
48;205110001;2407727;2407727;ANCASH;BOLOGNESI;LA PRIMAVERA;CREACION DE LOSA DE RECREACION MULTIUSO EN LA LOCALIDAD DE GORGORILLO - DISTRITO DE LA PRIMAVERA - PROVINCIA DE BOLOGNESI - DEPARTAMENTO DE ANCASH;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE LA PRIMAVERA;22;499.00;LOSA MULTIUSOS;714 466;640418;Proceso de Selección
49;2102030001;322473;2277505;PUNO;AZANGARO;ARAPA;CREACION DE PISTAS Y VEREDAS EN LA LOCALIDAD DE ARAPA, DISTRITO DE ARAPA - AZANGARO - PUNO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ARAPA;177;2208.00;Pista y Vereda;6 090 417;3963321;Por Iniciar
50;2102030001;2424831;2424831;PUNO;AZANGARO;ARAPA;CREACION DEL PARQUE INFANTIL MIRAFLORES DEL BARRIO MIRAFLORES DE LA LOCALIDAD DE ARAPA, DISTRITO DE ARAPA - PROVINCIA DE AZANGARO - DEPARTAMENTO DE PUNO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ARAPA;8;182.00;PARQUES Y PLAZAS;251 388;233389;Normal
51;219060000;2406912;2406912;ANCASH;SIHUAS;HUAYLLABAMBA;MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL URBANO DEL CENTRO POBLADO SANTA CLARA - DISTRITO DE HUAYLLABAMBA - PROVINCIA DE SIHUAS - DEPARTAMENTO DE ANCASH;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA;201;2018.00;Pista y Vereda;6 898 127;4483783;Proceso de Selección
52;2006020000;2318072;2318072;PIURA;SULLANA;BELLAVISTA;MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL A.H. NUEVO PORVENIR, DISTRITO DE BELLAVISTA - SULLANA - PIURA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE BELLAVISTA;189;1207.00;Pista y Vereda;6 497 213;3654683;Proceso de Selección
53;1005060002;2408006;2408006;HUANUCO;HUAMALIES;MIRAFLORES;CREACION DEL SERVICIO DEPORTIVO DE LAS DISCIPLINAS DE FULBITO, VOLEY Y BASQUETBOL EN EL CENTRO POBLADO DE PAMPAS DE FLORES - DISTRITO DE MIRAFLORES - PROVINCIA DE HUAMALIES - DEPARTAMENTO DE HUANUCO;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE MIRAFLORES;19;529.00;PARQUES Y PLAZAS;605 614;407984;Por Iniciar
54;1606010000;271056;2186071;LORETO;UCAYALI;CONTAMANA;MEJORAMIENTO DE LAS CALLES JULIAN ALVAREZ CUADRAS 1 Y 2, NUEVO LORETO CUADRA 1 Y CALLE VICTOR RAUL HAYA DE LA TORRE DE LA CIUDAD DE CONTAMANA, DISTRITO DE CONTAMANA, PROVINCIA DE UCAYALI - LORETO II ETAPA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA;239;274.00;Pista y Vereda;8 207 370;3962027;Normal
55;1202110000;343727;2304883;JUNIN;CONCEPCION;MITO;MEJORAMIENTO DE LAS PRINCIPALES VIAS DEL CERCADO DE MITO, DISTRITO DE MITO - CONCEPCION - JUNIN;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE MITO;235;456.00;Pista y Vereda;8 055 298;4296159;Normal
56;905070000;379818;2341057;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;MEJORAMIENTO DE VIAS EN EL RADIO URBANO DEL, DISTRITO DE PAUCARBAMBA - CHURCAMPA - HUANCAVELICA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA;182;1859.00;Pista y Vereda;6 216 276;3315348;Normal
57;1004010001;379668;2340892;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL DE LAS CALLES 1ERA CDRA Y PROLONGACION DE LA AV. 28 DE JULIO;;;;;;;;;;
58;907030001;2424806;2424806;HUANCAVELICA;TAYACAJA;ACRAQUIA;CREACION DE LOSA DE RECREACIÓN MULTIUSOS DE ACRAQUIA DEL DISTRITO DE ACRAQUIA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA;DU 114_PROYECTOS;DU N° 114-2020;URBANO;MUNICIPALIDAD DISTRITAL DE ACRAQUIA;14;799.00;LOSA MULTIUSOS;457 022;445539;Normal
